transID;corridorID;corridorName;tapInStops;tapInStopsName;tapInStopsLat;tapInStopsLon;tapInTime;tapOutStops;tapOutStopsName;tapOutStopsLat;tapOutStopsLon;tapOutTime
KLFH692N1A19EH;JAK.74 ;Terminal Rawamangun - Cipinang Muara      ;B04140P;Sbr. Ps. Deprok 1               ;-6.217656;106.89506;4/7/2023 19:2;B00579P;Gardu PLN Gotong Royong    ;-6.225352;106.89697;4/7/2023 20:3
DOMF675K5W83LR;JAK.40 ;Harapan Baru - Pulo Gebang via Rawa Kuning;B05733P;THB Cluster Nirwana             ;-6.182299;106.99536;4/7/2023 19:1;B03259P;Ruko Taman Cemara          ;-6.181009;106.97795;4/7/2023 20:1
OMXS530W9E92PT;7A     ;;B01407P;Jln. Mujair Raya                ;-6.299485;106.83347;4/7/2023 18:0;B05708P;Term. Kampung Rambutan     ;-6.308964;106.88165;4/7/2023 20:0
ERKD738Y7B13HV;JAK.10 ;Tanah Abang - Kota                        ;B02983P;PPI                             ;-6.170855;106.82136;4/7/2023 17:3;B04992P;Simpang Mangga Besar XI    ;-6.148616;106.82554;4/7/2023 19:2
PMCC153V6R88EF;JAK.41 ;Kampung Melayu - Pulo Gadung              ;B04486P;Sbr. SMPN 232                   ;-6.202926;106.88278;4/7/2023 18:0;B04805P;Simpang Gading Pori Raya   ;-6.209232;106.88153;4/7/2023 19:0
DFES297J4K55YD;5      ;Matraman Baru - Ancol                     ;P00220 ;Senen Sentral                   ;-6.178287;106.84197;4/7/2023 17:4;P00142 ;Pal Putih                  ;-6.184631;106.84402;4/7/2023 19:3
NEFA823T6K06TL;1      ;Blok M - Kota                             ;P00139 ;Olimo                           ;-6.1493;106.81669;4/7/2023 17:1;P00017 ;Blok M                     ;-6.243312;106.80175;4/7/2023 18:1
SCPI587W1Q65SX;11P    ;Rusun Pondok Bambu - Walikota Jakarta Timu;B01096P;Jln. H. Aman                    ;-6.226789;106.92316;4/7/2023 18:0;B02818P;Perumnas Klender 2         ;-6.216652;106.9308;4/7/2023 19:0
DGAJ724R1A02HM;7      ;Kampung Rambutan - Bidara Cina            ;P00015 ;Bidara Cina                     ;-6.229724;106.86721;4/7/2023 17:2;P00015 ;Bidara Cina                ;-6.229724;106.86721;4/7/2023 18:5
MBCS184S6G98MQ;JAK.58 ;Cilincing - Rorotan                       ;B01930P;Kel. Marunda                    ;-6.124938;106.95818;4/7/2023 21:5;B02180P;Malaka 1 Gg. Veteran       ;-6.147191;106.95636;4/7/2023 23:3
EIMS714F4I61TM;JAK.16 ;Cililitan - Condet                        ;B03907P;Sbr. Kel. Balekambang           ;-6.281594;106.84994;4/7/2023 18:0;B02445P;Midi Utama Condet Raya     ;-6.275675;106.85596;4/7/2023 19:4
RQNL422E0H10WK;3C     ;Rusun Kapuk Muara - Penjaringan           ;P00170 ;Penjaringan                     ;-6.126306;106.79203;4/7/2023 19:1;B03277P;Rusun Kapuk Muara          ;-6.135667;106.76299;4/7/2023 20:1
YFJB033H0C26PQ;JAK.60 ;Kelapa Gading - Rusun Kemayoran           ;B01249P;Jln. Kelapa Hybrida IV          ;-6.146604;106.90973;4/7/2023 19:3;B03023P;Pusat Pelayanan Warga Summa;-6.14844;106.91495;4/7/2023 21:1
JYBS378Q2Y60RW;6A     ;Ragunan - MH Thamrin via Kuningan         ;P00164 ;Pejaten                         ;-6.278404;106.82972;4/7/2023 21:3;P00228 ;SMK 57                     ;-6.290967;106.82365;4/7/2023 23:2
HAHD445V1M92SY;JAK.115;Term. Tj. Priok - Pegangsaan II IGI       ;;Sbr. RS Gading Pluit            ;-6.166641;106.91542;4/7/2023 20:1;B02910P;Polsek Koja                ;-6.119814;106.91686;4/7/2023 21:2
FSCI590G7O61RT;S21    ;Ciputat - CSW                             ;B03032P;Pusdiklat Kemenag 1             ;-6.312075;106.75228;4/7/2023 21:5;B02052P;Komplek Mandiri Giant Expre;-6.297385;106.76499;4/7/2023 23:4
YDQZ331N6Y33BQ;JAK.37 ;Cililitan - Condet via Kayu Manis         ;B04273P;Sbr. RPTRA Udara Segar 126      ;-6.282577;106.86394;4/7/2023 19:3;B00022P;Akses Jembatan Ciliwung Bal;-6.283554;106.84945;4/7/2023 20:4
HHPG951T6Q03QQ;D32    ;Cinere - Bundaran Senayan                 ;B05409P;SPBU Limo Cinere                ;-6.343345;106.77832;4/7/2023 18:1;B00378P;FX Sudirman                ;-6.225532;106.8037;4/7/2023 19:5
GWYJ317M9O86OL;10K    ;Tanjung Priok - Senen via Taman BMW       ;B03199P;RSPAD 1                         ;-6.176162;106.83987;4/7/2023 20:4;B05725P;Term. Senen                ;-6.17356;106.84213;4/7/2023 22:3
XKXI833K7Y79WW;9C     ;Pinang Ranti - Bundaran Senayan           ;P00252 ;Tegal Parang Arah Timur         ;-6.239005;106.83106;4/7/2023 18:3;P00179 ;Pinang Ranti               ;-6.291075;106.88634;4/7/2023 19:2
FWRC656R2B82UP;JAK.49 ;Lebak Bulus - Cipulir                     ;B03217P;RSUD Pesanggrahan               ;-6.258241;106.75706;4/7/2023 19:1;B02129P;Lebak Bulus Jak Lingko     ;-6.289301;106.77299;4/7/2023 20:5
XJWB632N6B80ZF;JAK.15 ;Bulak Turi - Tanjung Priok                ;B04748P;Simpang Camar 2                 ;-6.113256;106.9193;4/7/2023 17:0;B02258P;Masjid Al Murtamiyyah Marun;-6.107261;106.96159;4/7/2023 18:5
BARQ884J4H77NV;9A     ;PGC 2 - Grogol 2                          ;P00249 ;Tebet Eco Park II Arah Barat    ;-6.243338;106.85212;4/7/2023 21:2;P00119 ;Kuningan Barat             ;-6.23725;106.82794;4/7/2023 23:2
BQCN913O4Z51IC;BW9    ;Monas - Pantai Indah Kapuk                ;B06040P;Pantai Maju                     ;-6.093637;106.75068;4/7/2023 21:0;B02476P;Monas 2                    ;-6.175999;106.82311;4/7/2023 22:5
ZMJI959C7N68JZ;;;B05912P;Yayasan Al Kholidin             ;-6.246823;106.80566;4/7/2023 17:2;B05872P;Kantor Walikota Jaksel     ;-6.249147;106.80791;4/7/2023 18:3
XTVR968Z0V50YU;L13E   ;Puri Beta - Kuningan (Express)            ;P00047 ;Departemen Kesehatan            ;-6.228794;106.833205;4/7/2023 20:0;P00198 ;Puri Beta 2                ;-6.230532;106.72371;4/7/2023 20:5
LIPU141D9B01QU;S21    ;Ciputat - CSW                             ;B02218P;Margaguna 2                     ;-6.26343;106.78772;4/7/2023 19:4;B02945P;Pool PPD Ciputat           ;-6.331231;106.74851;4/7/2023 21:3
NBHV879I4C03DW;2      ;Pulo Gadung - Monas                       ;P00202 ;Rawa Selatan                    ;-6.173925;106.85809;4/7/2023 19:0;P00006 ;Atrium                     ;-6.176251;106.84023;4/7/2023 20:0
CXHJ967E9A67HW;JAK.27 ;Pulo Gebang - Rorotan                     ;B02844P;Pintu Exit Term. Pulo Gebang    ;-6.210368;106.95232;4/7/2023 19:4;B04540P;Sbr. Tambun Utara          ;-6.163269;106.96186;4/7/2023 21:0
HXYO931X0R02DT;11Q    ;Kampung Melayu - Pulo Gebang via BKT      ;B02070P;Komplek Wijaya Kusuma 1         ;-6.229588;106.90531;4/7/2023 19:4;B00306P;Dinas Kebersihan Duren Sawi;-6.219815;106.92338;4/7/2023 21:1
HCZH363P9B49FS;JIS3   ;Harmoni - Jakarta International Stadium   ;P00097 ;Juanda                          ;-6.168048;106.83089;4/7/2023 21:2;B01745P;Jembatan Item              ;-6.130078;106.85492;4/7/2023 23:1
RDEQ109U3Z43RR;6V     ;Ragunan - Gelora Bung Karno               ;P00048 ;Departemen Pertanian            ;-6.294641;106.82213;4/7/2023 19:5;P00199 ;Ragunan                    ;-6.305769;106.81949;4/7/2023 20:5
VODD549D3L11JF;D21    ;Universitas Indonesia - Lebak Bulus       ;B05514P;St. Universitas Pancasila       ;-6.339371;106.83396;4/7/2023 19:0;B00821P;Jagakarsa St. Lenteng Agung;-6.332399;106.83506;4/7/2023 20:0
DZSZ108D6S79NX;JAK.86 ;Term. Rawamangun - Term. Manggarai        ;B05742P;Tip Top Rawamangun              ;-6.201153;106.88606;4/7/2023 21:0;B01011P;Jln. Cipinang Timur Persaha;-6.202447;106.89344;4/7/2023 22:0
FXIF923Y6Y48LU;;;P00248 ;Tanjung Priok                   ;-6.10959;106.88214;4/7/2023 20:0;B03282P;Rusun Marunda              ;-6.097099;106.96231;4/7/2023 21:3
CNFR173N8B40YC;M1H    ;Tanah Abang - St. Gondangdia              ;B01638P;Jln. Taman Jatibaru Timur       ;-6.182778;106.8129;4/7/2023 19:2;B01766P;Jembatan Serong            ;-6.182204;106.81814;4/7/2023 21:0
GPHD043F3N27RN;JAK.06 ;Kampung Rambutan - Pondok Gede            ;B03775P;Sbr. Jln. Mandor Munding        ;-6.306836;106.91572;4/7/2023 21:3;B00713P;Griya Kukila Halim Perdanak;-6.28456;106.90678;4/7/2023 22:3
HNUF308U1I05JG;2P     ;Gondangdia - Senen                        ;B05814P;Tugu Tani 1                     ;-6.181662;106.83288;4/7/2023 19:4;B00083P;Atrium 1                   ;-6.177759;106.8412;4/7/2023 21:2
BYLM524E1V62UP;B13    ;Bekasi Barat - Blok M                     ;B03156P;RS Mitra Keluarga 2             ;-6.24088;106.99285;4/7/2023 20:0;P00236 ;Summarecon Bekasi          ;-6.225566;107.00281;4/7/2023 21:1
IRNE759V0N12TX;2P     ;Gondangdia - Senen                        ;B00084P;Atrium 2                        ;-6.17687;106.84042;4/7/2023 18:3;B05866P;Wahidin 1                  ;-6.169862;106.83936;4/7/2023 19:3
GOBX833B0O16UE;B14    ;Bekasi Barat - Kuningan                   ;B00274P;Cipta Rasuna Said               ;-6.216146;106.83087;4/7/2023 18:0;B03156P;RS Mitra Keluarga 2        ;-6.24088;106.99285;4/7/2023 18:5
AEXP447T1M32ZI;12C    ;Rusun Waduk Pluit - Penjaringan           ;B03166P;RS Pluit                        ;-6.125386;106.79987;4/7/2023 18:5;B06313P;Sbr. Gg. Marlina           ;-6.117521;106.80326;4/7/2023 20:0
VXEN826K4Z33SK;13D    ;Puri Beta - Ragunan                       ;P00164 ;Pejaten                         ;-6.278404;106.82972;4/7/2023 20:5;P00136 ;Mayestik                   ;-6.241921;106.79077;4/7/2023 22:1
OEQS873U1G20GG;JAK.37 ;Cililitan - Condet via Kayu Manis         ;B05909P;Yayasan Adi Luhur Gedong        ;-6.293022;106.85571;4/7/2023 17:2;B04022P;Sbr. Masjid Al Hawi Cililit;-6.263383;106.86437;4/7/2023 18:2
MFDA753J5Y26RH;;;B04240P;Sbr. Premier Terrace            ;-6.329219;106.87629;4/7/2023 18:1;B05708P;Term. Kampung Rambutan     ;-6.308964;106.88165;4/7/2023 19:2
EJBJ168L7M97UZ;3F     ;Kalideres - Gelora Bung Karno             ;P00217 ;Senayan JCC Arah Barat          ;-6.213906;106.80841;4/7/2023 18:4;P00050 ;Dispenda Samsat Barat      ;-6.154634;106.7381;4/7/2023 20:1
NCGE289W0M35RI;JAK.88 ;Terminal Tanjung Priok - Ancol Barat      ;B05991P;Pademangan 1                    ;-6.1337;106.83177;4/7/2023 21:1;B04401P;Sbr. Sekolah Yanindo Jakart;-6.119485;106.86672;4/7/2023 22:2
CMAQ478G3V58JY;1P     ;Senen - Blok M                            ;B00221P;Bundaran Senayan 1              ;-6.227445;106.80187;4/7/2023 19:2;B05637P;Taman Patimura             ;-6.232872;106.80081;4/7/2023 20:5
KNTL208H8R13OQ;JAK.17 ;Senen - Pulo Gadung                       ;B02737P;Perempatan Cempaka Putih Barat X;-6.176166;106.86402;4/7/2023 20:3;B02671P;Ps. Pulo Gadung 2          ;-6.18751;106.90589;4/7/2023 22:3
JOZV110E7X32YH;JAK.20 ;Cawang UKI - Lubang Buaya                 ;B05153P;Simpang Squadron                ;-6.267009;106.87725;4/7/2023 18:0;B04630P;Sekolah Fatimiyah Perdana K;-6.249936;106.88003;4/7/2023 19:0
DBPI219H3R34TF;4C     ;TU Gas - Bundaran Senayan                 ;P00026 ;Bundaran Senayan                ;-6.227869;106.80094;4/7/2023 17:3;P00266 ;Utan Kayu                  ;-6.192728;106.86457;4/7/2023 19:2
TQQC935A6V82OT;D11    ;Depok - BKN                               ;B00106P;Balaikota Depok 2               ;-6.394973;106.82277;4/7/2023 17:3;B05703P;Term. Depok Baru           ;-6.391068;106.82251;4/7/2023 19:1
VIET770G4G46YQ;2P     ;Gondangdia - Senen                        ;B01945P;Kel. Senen                      ;-6.172453;106.84292;4/7/2023 19:0;B04647P;Sekolah Penabur Gunung Saha;-6.170053;106.84024;4/7/2023 21:0
CPFC105U5N11BA;M13    ;Puri Beta 2 - Tendean                     ;P00198 ;Puri Beta 2                     ;-6.230532;106.72371;4/7/2023 20:4;P00200 ;Rawa Barat                 ;-6.238947;106.81624;4/7/2023 22:0
SZHT431C8R11MT;JAK.48B;Stasiun Tebet - Kampung Melayu            ;B01994P;Klinik Otista                   ;-6.227394;106.86709;4/7/2023 19:3;B05512P;St. Tebet 3                ;-6.225604;106.85923;4/7/2023 20:4
DYEX104C0A66OV;JAK.02 ;Kampung Melayu - Duren Sawit              ;B05825P;Univ. Borobudur 2               ;-6.241463;106.89608;4/7/2023 20:0;B05008P;Simpang Merak Cipinang Inda;-6.234815;106.894;4/7/2023 20:5
VVWG738T5G31UC;13B    ;Puri Beta - Pancoran Barat                ;P00254 ;Tendean                         ;-6.240213;106.83102;4/7/2023 21:1;P00136 ;Mayestik                   ;-6.241921;106.79077;4/7/2023 23:0
CMVA682V3M20IH;JAK.51 ;Taman Kota - Budi Luhur                   ;B05067P;Simpang Permata Meruya 2        ;-6.195059;106.73972;4/7/2023 21:2;B01378P;Jln. Mawar Kav DKI         ;-6.208619;106.73068;4/7/2023 22:3
PXWC071O1T53MJ;6D     ;Stasiun Tebet - Karet via Underpass       ;B02155P;Satrio 6                        ;-6.222992;106.82306;4/7/2023 19:0;B00115P;UPT. LLHD 2                ;-6.225501;106.83489;4/7/2023 20:5
IOPT389P4O65NX;JAK.06 ;Kampung Rambutan - Pondok Gede            ;B02775P;Pertigaan H. Sadjim 3           ;-6.305788;106.91087;4/7/2023 19:1;B03119P;RS Adhiyaksa               ;-6.307077;106.8932;4/7/2023 21:0
YGQP372Q8N91CP;12     ;Tanjung Priok - Pluit                     ;P00123 ;Landmark Pluit Auto Plaza       ;-6.125258;106.79971;4/7/2023 21:4;P00240 ;Sunter Karya               ;-6.137625;106.87081;4/7/2023 23:3
UKAH952G7X96EZ;M7B    ;BKN - Blok M                              ;B03319P;SD 01 Taman Mpu Sendok          ;-6.231785;106.81025;4/7/2023 19:1;B05437P;St. Duren Kalibata 1       ;-6.255579;106.85422;4/7/2023 20:1
WPXB448W9D37GK;BW9    ;Monas - Pantai Indah Kapuk                ;B02477P;Monas 3                         ;-6.178787;106.82304;4/7/2023 19:2;B00806P;IRTI                       ;-6.1803;106.82618;4/7/2023 20:3
AEQZ111X4P71SV;13     ;Ciledug - Tendean                         ;;Swadarma                        ;-6.23755;106.76065;4/7/2023 20:2;P00221 ;Seskoal                    ;-6.238064;106.77121;4/7/2023 22:0
IYWZ461L2W82IB;T11    ;Poris Plawad - Bundaran Senayan           ;P00227 ;Slipi Petamburan Arah Utara     ;-6.20203;106.79989;4/7/2023 20:0;P00218 ;Senayan JCC Arah Timur     ;-6.214145;106.809;4/7/2023 21:5
YCLL487K1C44RC;JAK.31 ;Blok M - Andara                           ;B03585P;Sbr. Gereja HKBP Cipete         ;-6.272336;106.80074;4/7/2023 21:4;B00778P;Hotel Melawai              ;-6.245857;106.79979;4/7/2023 22:4
TSZA282K9Q24MC;13B    ;Puri Beta - Pancoran Barat                ;P00096 ;JORR                            ;-6.236104;106.75488;4/7/2023 18:1;P00198 ;Puri Beta 2                ;-6.230532;106.72371;4/7/2023 19:4
WOFH922V5J10HO;2E     ;Rusun Rawa Bebek - Kodamar                ;B02947P;Pool Taksi                      ;-6.188631;106.93426;4/7/2023 20:3;B03091P;Raya Pulo Gebang Akses St. ;-6.216671;106.95301;4/7/2023 22:0
SAVO005K2Q06XP;;;B04950P;Simpang Kopi Kali Besar Barat   ;-6.134507;106.81106;4/7/2023 18:2;B05712P;Term. Kota Intan           ;-6.132323;106.81115;4/7/2023 20:0
YYAT109J6L66ME;JAK.74 ;Terminal Rawamangun - Cipinang Muara      ;B03710P;Sbr. Jln. H. Hanafi Cipinang    ;-6.22869;106.8933;4/7/2023 18:2;B05929P;Yayasan Perguruan Rakyat 2 ;-6.228468;106.89862;4/7/2023 19:1
WXCJ023O5D25IY;JAK.43C;Sarana Jaya - Tebet Eco Park (TEP) - Stasi;B06674P;Tebet Eco Park Selatan 4        ;-6.239215;106.8519;4/7/2023 19:5;B06706P;Jln. Tebet Timur Dalam VIII;-6.242064;106.85845;4/7/2023 20:5
EFIZ418W5Y91JE;6C     ;Stasiun Tebet - Karet via Patra Kuningan  ;B02183P;Ambassador                      ;-6.224125;106.82663;4/7/2023 20:2;B03396P;Kota Kasablanka            ;-6.224688;106.84246;4/7/2023 22:0
SGPB746B5Y70UD;13     ;Ciledug - Tendean                         ;P00221 ;Seskoal                         ;-6.238064;106.77121;4/7/2023 21:2;P00200 ;Rawa Barat                 ;-6.238947;106.81624;4/7/2023 22:3
EWUY728D0Z00OM;5C     ;PGC - Juanda                              ;P00142 ;Pal Putih                       ;-6.184631;106.84402;4/7/2023 20:0;P00016 ;BKN                        ;-6.257751;106.87;4/7/2023 21:5
ISYT791C7M26EW;4F     ;Pinang Ranti - Pulo Gadung                ;B02566P;Pangkalan Jati                  ;-6.24762;106.90755;4/7/2023 19:1;B02667P;Ps. Pondok Gede            ;-6.285665;106.91158;4/7/2023 20:1
RKWQ390X6S69VJ;JAK.45 ;Lebak Bulus - Ragunan                     ;B00522P;Gg. Musholla Ragunan            ;-6.308196;106.81588;4/7/2023 20:5;B03072P;Ragunan 2                  ;-6.305283;106.81855;4/7/2023 22:3
KVLA703I6V96HZ;JAK.75 ;Cililitan - Kp. Pulo                      ;B03886P;Sbr. Jl H Emuntipala I          ;-6.277035;106.87761;4/7/2023 19:4;B00632P;Gereja Oikumene            ;-6.262445;106.88707;4/7/2023 21:4
UFFM414N8P18VE;D31    ;Cinere - Kuningan                         ;B00389P;Gama Tower                      ;-6.22414;106.83303;4/7/2023 20:4;B06644P;Gerbang Tol Brigif         ;-6.343523;106.79725;4/7/2023 22:3
ZJKX177H2Q57QC;8M     ;S. Parman - Tanah Abang                   ;B01280P;Jln. Kesehatan IV Cideng Timur  ;-6.172622;106.81142;4/7/2023 17:0;B01639P;Jln. Taman Kb. Sirih       ;-6.182295;106.81661;4/7/2023 18:0
EJHH292A5C91UB;JAK.30 ;Grogol - Meruya via Roxy                  ;B03247P;Ruko Meruya Ilir                ;-6.197437;106.75067;4/7/2023 17:2;B02455P;Minagapura                 ;-6.214979;106.7345;4/7/2023 19:1
DLIM426I3V91QK;JAK.56 ;Grogol - Srengseng                        ;B00588P;GBI Sungai Yordan               ;-6.166828;106.7698;4/7/2023 21:2;B01646P;Jln. Taman Surya I         ;-6.164861;106.77935;4/7/2023 23:2
TUWV391E2L11WS;M9     ;Pinang Ranti - Pluit                      ;P00227 ;Slipi Petamburan Arah Utara     ;-6.20203;106.79989;4/7/2023 19:0;P00144 ;Pancoran Barat Arah Timur  ;-6.241571;106.83808;4/7/2023 20:5
BRMW550M9J58QM;JAK.07 ;Tanah Abang - Grogol via Tawakal          ;P00056 ;Explorer Tanah Abang            ;-6.184305;106.81158;4/7/2023 21:4;B01294P;Jln. Kota Bambu Selatan IV ;-6.189285;106.80164;4/7/2023 22:3
GXRF553D3P27HJ;L13E   ;Puri Beta - Kuningan (Express)            ;P00160 ;Patra Kuningan                  ;-6.232677;106.832087;4/7/2023 17:3;P00254 ;Tendean                    ;-6.240213;106.83102;4/7/2023 18:5
PFVF172T6N38GH;JAK.25 ;Kp. Rambutan - Kalisari                   ;B03683P;Sbr. Jln. Damai Kalisari        ;-6.338486;106.85983;4/7/2023 19:1;B05708P;Term. Kampung Rambutan     ;-6.308964;106.88165;4/7/2023 20:2
MSGO344E0E20UA;9N     ;Pinang Ranti - Pramuka                    ;P00016 ;BKN                             ;-6.257751;106.87;4/7/2023 21:5;P00179 ;Pinang Ranti               ;-6.291075;106.88634;4/7/2023 22:5
NUGW591F2S75NH;1T     ;Cibubur - Balai Kota                      ;B00112P;Bank Indonesia 1                ;-6.181904;106.823097;4/7/2023 17:2;B05892P;Wisma Nusantara            ;-6.193425;106.82319;4/7/2023 18:5
CARU702H4T53GH;JAK.27 ;Pulo Gebang - Rorotan                     ;;Flyover Pulo Gebang 1           ;-6.210497;106.95047;4/7/2023 19:5;B02794P;Perum Rorotan Mas          ;-6.157328;106.95909;4/7/2023 21:1
IGNU655N6F89YH;B21    ;Bekasi Timur - Cawang                     ;B00883P;Jln. Bakti                      ;-6.249166;107.01577;4/7/2023 17:5;P00019 ;BTC                        ;-6.258292;107.02069;4/7/2023 19:0
YJBV130V2W14JB;1B     ;Stasiun Palmerah - Tosari                 ;P00051 ;Dukuh Atas                      ;-6.205702;106.82223;4/7/2023 21:5;P00261 ;Tosari                     ;-6.196892;106.82309;4/7/2023 23:4
MKNX326B3Z12DI;2P     ;Gondangdia - Senen                        ;B03199P;RSPAD 1                         ;-6.176162;106.83987;4/7/2023 17:2;B05866P;Wahidin 1                  ;-6.169862;106.83936;4/7/2023 18:3
PFOB090R6J70AD;8K     ;Batusari - Grogol                         ;;SMAN 65                         ;-6.200842;106.76904;4/7/2023 20:3;B05914P;Yayasan Alkahfi Jakbar     ;-6.198896;106.76889;4/7/2023 22:2
NJPE133E5Z39QG;10B    ;Rusun Cipinang Besar Selatan - Penas Kalim;B02723P;Penas Kalimalang 2              ;-6.239095;106.87826;4/7/2023 21:1;B05535P;STMT Trisakti 1            ;-6.231933;106.87782;4/7/2023 22:4
JZCP478S3M89UX;JAK.39 ;Kalimalang - Duren Sawit                  ;B00227P;Carrefour Buaran                ;-6.218653;106.9237;4/7/2023 18:1;B01578P;Jln. Serdang               ;-6.228906;106.91459;4/7/2023 20:0
WZCI695P2A11DO;12H    ;Rusun Penjaringan - Penjaringan           ;B03285P;Rusun Penjaringan               ;-6.130702;106.79487;4/7/2023 18:0;P00170 ;Penjaringan                ;-6.126306;106.79203;4/7/2023 19:1
JYPQ542I6N28IS;4      ;Pulo Gadung 2 - Tosari                    ;P00188 ;Pramuka BPKP                    ;-6.192192;106.87401;4/7/2023 17:2;P00263 ;TU Gas                     ;-6.19241;106.90489;4/7/2023 18:5
FWKG985X1T33CO;10K    ;Tanjung Priok - Senen via Taman BMW       ;B00962P;Jln. Bungur Besar VI            ;-6.171611;106.84386;4/7/2023 20:5;B02306P;Masjid Jami Al Badariah Kem;-6.153055;106.85922;4/7/2023 22:2
AOOT922R9D42HM;7F     ;Kampung Rambutan - Juanda via Pasar Baru  ;P00207 ;RS Islam                        ;-6.168676;106.87027;4/7/2023 19:3;P00219 ;Senen                      ;-6.178211;106.84251;4/7/2023 20:4
LMON113H7C57IT;JAK.77 ;Tanjung Priok - Jembatan Item             ;B06872P;Sbr. Jln. Ancol Selatan         ;-6.134139;106.855696;4/7/2023 19:0;B01745P;Jembatan Item              ;-6.130078;106.85492;4/7/2023 20:0
KSCU665F9Y11JO;JAK.27 ;Pulo Gebang - Rorotan                     ;B04044P;Sbr. Masjid At Taqwa Karang Teng;-6.151164;106.97219;4/7/2023 21:1;B01543P;Jln. Rorotan IX Gg. IV     ;-6.160091;106.95916;4/7/2023 22:1
YZFF426H1F54FU;B13    ;Bekasi Barat - Blok M                     ;B00108P;Bandar Djakarta Bekasi          ;-6.227085;106.99683;4/7/2023 21:2;P00236 ;Summarecon Bekasi          ;-6.225566;107.00281;4/7/2023 22:5
DBHL023L3Z67XX;JAK.29 ;Tanjung Priok - Sukapura                  ;B06803P;Jln. Kramat Jaya Raya           ;-6.126441;106.916947;4/7/2023 17:3;B05728P;Term. Tj. Priok 1          ;-6.1098;106.88118;4/7/2023 19:1
GSNS184J0C17YA;JAK.58 ;Cilincing - Rorotan                       ;B02518P;Musholla Al Mukhlisin 1         ;-6.127835;106.9179;4/7/2023 17:0;B04454P;Sbr. SMKN 49               ;-6.129632;106.95568;4/7/2023 18:5
AEYY126E7O28XF;12     ;Tanjung Priok - Pluit                     ;P00138 ;Museum Fatahillah               ;-6.13393;106.81209;4/7/2023 17:3;P00076 ;Gunung Sahari Mangga Dua   ;-6.136817;106.83237;4/7/2023 19:1
TFFR317Z7U96JQ;B13    ;Bekasi Barat - Blok M                     ;B06579P;Blok M Jalur 4                  ;-6.243474;106.80188;4/7/2023 21:2;B02013P;Komdak 2                   ;-6.221715;106.81426;4/7/2023 22:4
GLOG675R8K97BT;7Q     ;Blok M - PGC                              ;B02864P;Plaza Kalibata                  ;-6.256423;106.85566;4/7/2023 17:3;B06638P;Duren Tiga 2               ;-6.251908;106.82677;4/7/2023 19:0
BIPF262V6O17HQ;1T     ;Cibubur - Balai Kota                      ;B05773P;Tosari 1                        ;-6.199166;106.82334;4/7/2023 18:2;B00360P;Flyover Karet 2            ;-6.214808;106.81847;4/7/2023 19:2
OGYT245C3R28RT;6V     ;Ragunan - Gelora Bung Karno               ;P00199 ;Ragunan                         ;-6.305769;106.81949;4/7/2023 17:2;P00254 ;Tendean                    ;-6.240213;106.83102;4/7/2023 18:5
VEQH891D0S85UE;JAK.45 ;Lebak Bulus - Ragunan                     ;B03072P;Ragunan 2                       ;-6.305283;106.81855;4/7/2023 17:1;B05721P;Term. Ragunan              ;-6.305594;106.8202;4/7/2023 19:0
LAMR171N2C09AY;JAK.11 ;Tanah Abang - Kebayoran Lama              ;B00775P;Hotel Kalisma KS Tubun          ;-6.188855;106.80824;4/7/2023 20:2;B03251P;Ruko Ps. Kebayoran Lama    ;-6.235822;106.78053;4/7/2023 21:2
JVXN532I5O29ON;3H     ;Jelambar - Kota                           ;P00208 ;RS Sumber Waras                 ;-6.166294;106.79675;4/7/2023 20:2;P00087 ;Jelambar                   ;-6.166548;106.78651;4/7/2023 22:0
GVSX471A8J76LV;11P    ;Rusun Pondok Bambu - Walikota Jakarta Timu;B02818P;Perumnas Klender 2              ;-6.216652;106.9308;4/7/2023 19:2;B06654P;Walikota Jakarta Timur 1   ;-6.212327;106.94515;4/7/2023 21:1
PUVX285P6W22WO;6      ;Ragunan - Dukuh Atas 2                    ;P00073 ;GOR Sumantri                    ;-6.221618;106.832245;4/7/2023 17:5;P00160 ;Patra Kuningan             ;-6.232677;106.83209;4/7/2023 19:1
LVNO271U4E10EP;JAK.72 ;Kampung Rambutan - Pasar Rebo via Poncol  ;B01520P;Jln. Pule Ciracas               ;-6.314331;106.8759;4/7/2023 19:5;B03665P;Sbr. Jln. Bungur VIII Rambu;-6.316067;106.88491;4/7/2023 21:1
NBJG112C5B32ZN;6H     ;Senen - Lebak Bulus                       ;B02708P;Pejambon                        ;-6.175454;106.83269;4/7/2023 20:4;P00073 ;GOR Sumantri               ;-6.221618;106.83224;4/7/2023 22:0
OUBF272A6B19YK;JAK.59 ;Rawamangun - Tanah Merah                  ;;Tirta Mas                       ;-6.185798;106.8913;4/7/2023 19:1;B01750P;Jembatan Kayu Putih Selatan;-6.188486;106.89125;4/7/2023 20:2
UKFX088W3T22VV;9E     ;Kebayoran Lama - Jelambar                 ;P00281 ;Slipi Petamburan Arah Selatan   ;-6.201948;106.79998;4/7/2023 17:5;B01584P;Jln. Simprug Golf 2        ;-6.227607;106.79042;4/7/2023 18:5
HXUH342O9Y07EN;JAK.113;Rusun Sindang Koja - Kp. Sawah            ;B06164P;Jln. B Lagoa Terusan 2          ;-6.108628;106.91505;4/7/2023 18:5;B01324P;Jln. Lorong 19             ;-6.107881;106.89701;4/7/2023 20:4
